Date,first,second,third,fourth,fifth,sixth,Day_Name,Month,Day,Week,week_cos,week_sin,month_cos,month_sin,day_cos,day_sin
2017-11-28,1,7,16,17,28,39,Tuesday,11,28,48,0.6234898018587323,-0.7818314824680308,0.8660254037844384,-0.5000000000000004,0.8207634412072763,-0.5712682150947924
2017-11-25,1,7,11,22,29,35,Saturday,11,25,47,-0.222520933956316,-0.9749279121818233,0.8660254037844384,-0.5000000000000004,0.3473052528448203,-0.9377521321470804
2017-11-23,1,16,24,28,34,40,Thursday,11,23,47,-0.222520933956316,-0.9749279121818233,0.8660254037844384,-0.5000000000000004,-0.05064916883871355,-0.9987165071710528
2017-11-21,7,24,26,31,32,38,Tuesday,11,21,47,-0.222520933956316,-0.9749279121818233,0.8660254037844384,-0.5000000000000004,-0.44039415155763423,-0.8978045395707417
2017-11-18,2,12,15,20,37,38,Saturday,11,18,46,-0.9009688679024198,-0.4338837391175567,0.8660254037844384,-0.5000000000000004,-0.8743466161445822,-0.4853019625310808
2017-11-16,8,17,28,30,38,42,Thursday,11,16,46,-0.9009688679024198,-0.4338837391175567,0.8660254037844384,-0.5000000000000004,-0.9948693233918952,-0.10116832198743204
2017-11-14,4,10,21,23,27,28,Tuesday,11,14,46,-0.9009688679024198,-0.4338837391175567,0.8660254037844384,-0.5000000000000004,-0.9541392564000488,0.29936312297335804
2017-11-11,3,6,9,23,25,30,Saturday,11,11,45,-0.9009688679024185,0.43388373911755956,0.8660254037844384,-0.5000000000000004,-0.6121059825476626,0.7907757369376989
2017-11-09,6,7,12,17,27,37,Thursday,11,9,45,-0.9009688679024185,0.43388373911755956,0.8660254037844384,-0.5000000000000004,-0.2506525322587204,0.9680771188662043
2017-11-07,9,15,30,33,34,36,Tuesday,11,7,45,-0.9009688679024185,0.43388373911755956,0.8660254037844384,-0.5000000000000004,0.1514277775045767,0.9884683243281114
2017-11-04,8,10,19,25,26,42,Saturday,11,4,44,-0.22252093395630598,0.9749279121818255,0.8660254037844384,-0.5000000000000004,0.6889669190756866,0.72479278722912
2017-11-02,3,11,18,19,31,42,Thursday,11,2,44,-0.22252093395630598,0.9749279121818255,0.8660254037844384,-0.5000000000000004,0.9189578116202306,0.39435585511331855
2017-10-31,8,14,15,20,25,42,Tuesday,10,31,44,-0.22252093395630598,0.9749279121818255,0.5000000000000001,-0.8660254037844386,1.0,-2.4492935982947064e-16
2017-10-28,2,11,15,20,22,31,Saturday,10,28,43,0.6234898018587347,0.7818314824680289,0.5000000000000001,-0.8660254037844386,0.8207634412072763,-0.5712682150947924
2017-10-26,11,13,16,30,36,37,Thursday,10,26,43,0.6234898018587347,0.7818314824680289,0.5000000000000001,-0.8660254037844386,0.5289640103269624,-0.8486442574947509
2017-10-24,1,7,12,23,28,30,Tuesday,10,24,43,0.6234898018587347,0.7818314824680289,0.5000000000000001,-0.8660254037844386,0.15142777750457667,-0.9884683243281114
2017-10-21,3,7,19,26,31,34,Saturday,10,21,42,1.0,-1.4695761589768238e-15,0.5000000000000001,-0.8660254037844386,-0.44039415155763423,-0.8978045395707417
2017-10-19,11,15,16,28,32,38,Thursday,10,19,42,1.0,-1.4695761589768238e-15,0.5000000000000001,-0.8660254037844386,-0.7587581226927911,-0.651372482722222
2017-10-17,7,9,16,20,24,28,Tuesday,10,17,42,1.0,-1.4695761589768238e-15,0.5000000000000001,-0.8660254037844386,-0.9541392564000488,-0.2993631229733582
2017-10-14,1,4,11,13,19,36,Saturday,10,14,41,0.6234898018587324,-0.7818314824680307,0.5000000000000001,-0.8660254037844386,-0.9541392564000488,0.29936312297335804
2017-10-12,6,16,21,33,37,39,Thursday,10,12,41,0.6234898018587324,-0.7818314824680307,0.5000000000000001,-0.8660254037844386,-0.758758122692791,0.6513724827222223
2017-10-10,5,7,8,19,27,36,Tuesday,10,10,41,0.6234898018587324,-0.7818314824680307,0.5000000000000001,-0.8660254037844386,-0.4403941515576344,0.8978045395707416
2017-10-07,2,9,21,23,30,40,Saturday,10,7,40,-0.22252093395631578,-0.9749279121818233,0.5000000000000001,-0.8660254037844386,0.1514277775045767,0.9884683243281114
2017-10-05,3,7,9,11,12,21,Thursday,10,5,40,-0.22252093395631578,-0.9749279121818233,0.5000000000000001,-0.8660254037844386,0.5289640103269624,0.8486442574947509
2017-10-03,1,7,12,17,28,31,Tuesday,10,3,40,-0.22252093395631578,-0.9749279121818233,0.5000000000000001,-0.8660254037844386,0.8207634412072763,0.5712682150947923
2017-09-30,8,9,12,27,36,39,Saturday,9,30,39,-0.9009688679024197,-0.4338837391175569,-1.8369701987210297e-16,-1.0,0.9795299412524943,-0.20129852008866114
2017-09-28,2,8,18,20,25,30,Thursday,9,28,39,-0.9009688679024197,-0.4338837391175569,-1.8369701987210297e-16,-1.0,0.8207634412072763,-0.5712682150947924
2017-09-26,6,7,19,23,24,41,Tuesday,9,26,39,-0.9009688679024197,-0.4338837391175569,-1.8369701987210297e-16,-1.0,0.5289640103269624,-0.8486442574947509
2017-09-23,11,13,19,21,22,31,Saturday,9,23,38,-0.9009688679024186,0.43388373911755934,-1.8369701987210297e-16,-1.0,-0.05064916883871355,-0.9987165071710528
2017-09-21,4,5,7,16,23,39,Thursday,9,21,38,-0.9009688679024186,0.43388373911755934,-1.8369701987210297e-16,-1.0,-0.44039415155763423,-0.8978045395707417
2017-09-19,6,24,25,27,35,42,Tuesday,9,19,38,-0.9009688679024186,0.43388373911755934,-1.8369701987210297e-16,-1.0,-0.7587581226927911,-0.651372482722222
2017-09-16,1,5,22,27,34,38,Saturday,9,16,37,-0.22252093395631314,0.9749279121818238,-1.8369701987210297e-16,-1.0,-0.9948693233918952,-0.10116832198743204
2017-09-14,11,12,16,20,31,38,Thursday,9,14,37,-0.22252093395631314,0.9749279121818238,-1.8369701987210297e-16,-1.0,-0.9541392564000488,0.29936312297335804
2017-09-12,1,12,19,24,26,38,Tuesday,9,12,37,-0.22252093395631314,0.9749279121818238,-1.8369701987210297e-16,-1.0,-0.758758122692791,0.6513724827222223
2017-09-09,10,11,21,29,37,41,Saturday,9,9,36,0.6234898018587345,0.781831482468029,-1.8369701987210297e-16,-1.0,-0.2506525322587204,0.9680771188662043
2017-09-07,26,27,28,30,41,42,Thursday,9,7,36,0.6234898018587345,0.781831482468029,-1.8369701987210297e-16,-1.0,0.1514277775045767,0.9884683243281114
2017-09-05,5,6,12,29,39,42,Tuesday,9,5,36,0.6234898018587345,0.781831482468029,-1.8369701987210297e-16,-1.0,0.5289640103269624,0.8486442574947509
2017-09-02,3,4,28,32,36,41,Saturday,9,2,35,1.0,-1.2246467991473533e-15,-1.8369701987210297e-16,-1.0,0.9189578116202306,0.39435585511331855
2017-08-31,2,4,14,17,25,27,Thursday,8,31,35,1.0,-1.2246467991473533e-15,-0.5000000000000004,-0.8660254037844385,1.0,-2.4492935982947064e-16
2017-08-29,1,5,21,22,28,41,Tuesday,8,29,35,1.0,-1.2246467991473533e-15,-0.5000000000000004,-0.8660254037844385,0.9189578116202306,-0.3943558551133187
2017-08-26,22,24,36,37,38,41,Saturday,8,26,34,0.6234898018587354,-0.7818314824680284,-0.5000000000000004,-0.8660254037844385,0.5289640103269624,-0.8486442574947509
2017-08-24,13,25,32,33,34,36,Thursday,8,24,34,0.6234898018587354,-0.7818314824680284,-0.5000000000000004,-0.8660254037844385,0.15142777750457667,-0.9884683243281114
2017-08-22,2,17,23,29,30,42,Tuesday,8,22,34,0.6234898018587354,-0.7818314824680284,-0.5000000000000004,-0.8660254037844385,-0.2506525322587213,-0.9680771188662041
2017-08-19,6,11,16,29,35,37,Saturday,8,19,33,-0.22252093395631553,-0.9749279121818234,-0.5000000000000004,-0.8660254037844385,-0.7587581226927911,-0.651372482722222
2017-08-17,9,11,13,32,33,37,Thursday,8,17,33,-0.22252093395631553,-0.9749279121818234,-0.5000000000000004,-0.8660254037844385,-0.9541392564000488,-0.2993631229733582
2017-08-15,8,10,15,30,35,38,Tuesday,8,15,33,-0.22252093395631553,-0.9749279121818234,-0.5000000000000004,-0.8660254037844385,-0.994869323391895,0.10116832198743272
2017-08-12,4,14,17,18,30,33,Saturday,8,12,32,-0.9009688679024196,-0.4338837391175571,-0.5000000000000004,-0.8660254037844385,-0.758758122692791,0.6513724827222223
2017-08-10,8,12,18,28,29,40,Thursday,8,10,32,-0.9009688679024196,-0.4338837391175571,-0.5000000000000004,-0.8660254037844385,-0.4403941515576344,0.8978045395707416
2017-08-08,1,7,19,25,30,31,Tuesday,8,8,32,-0.9009688679024196,-0.4338837391175571,-0.5000000000000004,-0.8660254037844385,-0.05064916883871264,0.9987165071710528
2017-08-05,12,19,24,35,38,42,Saturday,8,5,31,-0.9009688679024187,0.4338837391175591,-0.5000000000000004,-0.8660254037844385,0.5289640103269624,0.8486442574947509
2017-08-03,10,20,22,24,30,42,Thursday,8,3,31,-0.9009688679024187,0.4338837391175591,-0.5000000000000004,-0.8660254037844385,0.8207634412072763,0.5712682150947923
2017-08-01,7,9,10,29,35,42,Tuesday,8,1,31,-0.9009688679024187,0.4338837391175591,-0.5000000000000004,-0.8660254037844385,0.9795299412524945,0.20129852008866006
2017-07-29,2,5,10,13,26,42,Saturday,7,29,30,-0.22252093395630992,0.9749279121818246,-0.8660254037844388,-0.4999999999999997,0.9189578116202306,-0.3943558551133187
2017-07-27,3,15,23,25,34,39,Thursday,7,27,30,-0.22252093395630992,0.9749279121818246,-0.8660254037844388,-0.4999999999999997,0.6889669190756865,-0.72479278722912
2017-07-25,6,25,28,31,33,38,Tuesday,7,25,30,-0.22252093395630992,0.9749279121818246,-0.8660254037844388,-0.4999999999999997,0.3473052528448203,-0.9377521321470804
2017-07-22,3,14,17,21,29,37,Saturday,7,22,29,0.6234898018587344,0.7818314824680291,-0.8660254037844388,-0.4999999999999997,-0.2506525322587213,-0.9680771188662041
2017-07-20,2,4,9,10,24,29,Thursday,7,20,29,0.6234898018587344,0.7818314824680291,-0.8660254037844388,-0.4999999999999997,-0.6121059825476627,-0.7907757369376986
2017-07-18,4,5,13,27,31,36,Tuesday,7,18,29,0.6234898018587344,0.7818314824680291,-0.8660254037844388,-0.4999999999999997,-0.8743466161445822,-0.4853019625310808
2017-07-15,1,12,18,19,28,42,Saturday,7,15,28,1.0,-9.797174393178826e-16,-0.8660254037844388,-0.4999999999999997,-0.994869323391895,0.10116832198743272
2017-07-13,11,14,17,28,34,36,Thursday,7,13,28,1.0,-9.797174393178826e-16,-0.8660254037844388,-0.4999999999999997,-0.8743466161445821,0.48530196253108104
2017-07-11,1,7,8,18,23,31,Tuesday,7,11,28,1.0,-9.797174393178826e-16,-0.8660254037844388,-0.4999999999999997,-0.6121059825476626,0.7907757369376989
2017-07-08,4,7,10,33,37,40,Saturday,7,8,27,0.6234898018587328,-0.7818314824680304,-0.8660254037844388,-0.4999999999999997,-0.05064916883871264,0.9987165071710528
2017-07-06,1,4,5,27,36,41,Thursday,7,6,27,0.6234898018587328,-0.7818314824680304,-0.8660254037844388,-0.4999999999999997,0.3473052528448203,0.9377521321470804
2017-07-04,5,10,29,32,34,36,Tuesday,7,4,27,0.6234898018587328,-0.7818314824680304,-0.8660254037844388,-0.4999999999999997,0.6889669190756866,0.72479278722912
2017-07-01,11,21,31,32,40,41,Saturday,7,1,26,-0.22252093395631184,-0.9749279121818242,-0.8660254037844388,-0.4999999999999997,0.9795299412524945,0.20129852008866006
2017-06-29,4,8,14,21,38,40,Thursday,6,29,26,-0.22252093395631184,-0.9749279121818242,-1.0,1.2246467991473532e-16,0.9189578116202306,-0.3943558551133187
2017-06-27,6,10,20,30,34,35,Tuesday,6,27,26,-0.22252093395631184,-0.9749279121818242,-1.0,1.2246467991473532e-16,0.6889669190756865,-0.72479278722912
2017-06-24,2,7,13,21,40,41,Saturday,6,24,25,-0.9009688679024195,-0.43388373911755734,-1.0,1.2246467991473532e-16,0.15142777750457667,-0.9884683243281114
2017-06-22,6,12,13,16,21,27,Thursday,6,22,25,-0.9009688679024195,-0.43388373911755734,-1.0,1.2246467991473532e-16,-0.2506525322587213,-0.9680771188662041
2017-06-20,11,12,13,14,24,25,Tuesday,6,20,25,-0.9009688679024195,-0.43388373911755734,-1.0,1.2246467991473532e-16,-0.6121059825476627,-0.7907757369376986
2017-06-17,16,18,29,32,33,39,Saturday,6,17,24,-0.9009688679024188,0.4338837391175589,-1.0,1.2246467991473532e-16,-0.9541392564000488,-0.2993631229733582
2017-06-15,2,7,18,20,37,40,Thursday,6,15,24,-0.9009688679024188,0.4338837391175589,-1.0,1.2246467991473532e-16,-0.994869323391895,0.10116832198743272
2017-06-13,5,6,8,13,25,36,Tuesday,6,13,24,-0.9009688679024188,0.4338837391175589,-1.0,1.2246467991473532e-16,-0.8743466161445821,0.48530196253108104
2017-06-10,2,6,13,19,23,42,Saturday,6,10,23,-0.22252093395631362,0.9749279121818238,-1.0,1.2246467991473532e-16,-0.4403941515576344,0.8978045395707416
2017-06-08,3,9,27,35,40,42,Thursday,6,8,23,-0.22252093395631362,0.9749279121818238,-1.0,1.2246467991473532e-16,-0.05064916883871264,0.9987165071710528
2017-06-06,1,5,13,25,30,37,Tuesday,6,6,23,-0.22252093395631362,0.9749279121818238,-1.0,1.2246467991473532e-16,0.3473052528448203,0.9377521321470804
2017-06-03,20,22,24,28,31,40,Saturday,6,3,22,0.6234898018587369,0.7818314824680271,-1.0,1.2246467991473532e-16,0.8207634412072763,0.5712682150947923
2017-06-01,6,9,19,30,31,35,Thursday,6,1,22,0.6234898018587369,0.7818314824680271,-1.0,1.2246467991473532e-16,0.9795299412524945,0.20129852008866006
2017-05-30,2,4,5,15,22,25,Tuesday,5,30,22,0.6234898018587369,0.7818314824680271,-0.8660254037844387,0.49999999999999994,0.9795299412524943,-0.20129852008866114
2017-05-27,12,15,18,23,27,40,Saturday,5,27,21,1.0,-7.347880794884119e-16,-0.8660254037844387,0.49999999999999994,0.6889669190756865,-0.72479278722912
2017-05-25,2,11,12,16,20,24,Thursday,5,25,21,1.0,-7.347880794884119e-16,-0.8660254037844387,0.49999999999999994,0.3473052528448203,-0.9377521321470804
2017-05-23,1,13,16,21,30,35,Tuesday,5,23,21,1.0,-7.347880794884119e-16,-0.8660254037844387,0.49999999999999994,-0.05064916883871355,-0.9987165071710528
2017-05-20,4,8,17,22,38,41,Saturday,5,20,20,0.6234898018587329,-0.7818314824680302,-0.8660254037844387,0.49999999999999994,-0.6121059825476627,-0.7907757369376986
2017-05-18,1,6,12,25,31,35,Thursday,5,18,20,0.6234898018587329,-0.7818314824680302,-0.8660254037844387,0.49999999999999994,-0.8743466161445822,-0.4853019625310808
2017-05-16,1,4,5,16,31,39,Tuesday,5,16,20,0.6234898018587329,-0.7818314824680302,-0.8660254037844387,0.49999999999999994,-0.9948693233918952,-0.10116832198743204
2017-05-13,14,18,19,20,22,32,Saturday,5,13,19,-0.22252093395631506,-0.9749279121818235,-0.8660254037844387,0.49999999999999994,-0.8743466161445821,0.48530196253108104
2017-05-11,6,15,17,21,36,37,Thursday,5,11,19,-0.22252093395631506,-0.9749279121818235,-0.8660254037844387,0.49999999999999994,-0.6121059825476626,0.7907757369376989
2017-05-09,1,2,20,37,38,39,Tuesday,5,9,19,-0.22252093395631506,-0.9749279121818235,-0.8660254037844387,0.49999999999999994,-0.2506525322587204,0.9680771188662043
2017-05-06,13,18,29,36,38,42,Saturday,5,6,18,-0.9009688679024194,-0.43388373911755757,-0.8660254037844387,0.49999999999999994,0.3473052528448203,0.9377521321470804
2017-05-04,15,30,31,34,40,41,Thursday,5,4,18,-0.9009688679024194,-0.43388373911755757,-0.8660254037844387,0.49999999999999994,0.6889669190756866,0.72479278722912
2017-05-02,5,6,14,27,33,41,Tuesday,5,2,18,-0.9009688679024194,-0.43388373911755757,-0.8660254037844387,0.49999999999999994,0.9189578116202306,0.39435585511331855
2017-04-29,7,15,23,39,40,42,Saturday,4,29,17,-0.9009688679024196,0.43388373911755707,-0.4999999999999998,0.8660254037844387,0.9189578116202306,-0.3943558551133187
2017-04-27,10,19,23,32,35,39,Thursday,4,27,17,-0.9009688679024196,0.43388373911755707,-0.4999999999999998,0.8660254037844387,0.6889669190756865,-0.72479278722912
2017-04-25,7,8,9,20,28,37,Tuesday,4,25,17,-0.9009688679024196,0.43388373911755707,-0.4999999999999998,0.8660254037844387,0.3473052528448203,-0.9377521321470804
2017-04-22,2,4,10,20,28,41,Saturday,4,22,16,-0.22252093395631387,0.9749279121818237,-0.4999999999999998,0.8660254037844387,-0.2506525322587213,-0.9680771188662041
2017-04-20,5,7,24,26,33,36,Thursday,4,20,16,-0.22252093395631387,0.9749279121818237,-0.4999999999999998,0.8660254037844387,-0.6121059825476627,-0.7907757369376986
2017-04-18,7,14,21,32,35,38,Tuesday,4,18,16,-0.22252093395631387,0.9749279121818237,-0.4999999999999998,0.8660254037844387,-0.8743466161445822,-0.4853019625310808
2017-04-11,10,11,12,27,28,32,Tuesday,4,11,15,0.6234898018587354,0.7818314824680284,-0.4999999999999998,0.8660254037844387,-0.6121059825476626,0.7907757369376989
2017-04-08,4,5,8,15,16,20,Saturday,4,8,14,1.0,-4.898587196589413e-16,-0.4999999999999998,0.8660254037844387,-0.05064916883871264,0.9987165071710528
2017-04-06,5,12,20,26,28,32,Thursday,4,6,14,1.0,-4.898587196589413e-16,-0.4999999999999998,0.8660254037844387,0.3473052528448203,0.9377521321470804
2017-04-04,4,8,19,27,31,33,Tuesday,4,4,14,1.0,-4.898587196589413e-16,-0.4999999999999998,0.8660254037844387,0.6889669190756866,0.72479278722912
2017-04-01,8,10,16,34,38,41,Saturday,4,1,13,0.6234898018587346,-0.781831482468029,-0.4999999999999998,0.8660254037844387,0.9795299412524945,0.20129852008866006
2017-03-30,3,13,18,23,24,34,Thursday,3,30,13,0.6234898018587346,-0.781831482468029,6.123233995736766e-17,1.0,0.9795299412524943,-0.20129852008866114
2017-03-28,3,23,25,26,33,38,Tuesday,3,28,13,0.6234898018587346,-0.781831482468029,6.123233995736766e-17,1.0,0.8207634412072763,-0.5712682150947924
2017-03-25,1,4,6,8,14,41,Saturday,3,25,12,-0.2225209339563148,-0.9749279121818235,6.123233995736766e-17,1.0,0.3473052528448203,-0.9377521321470804
2017-03-23,4,12,20,24,31,41,Thursday,3,23,12,-0.2225209339563148,-0.9749279121818235,6.123233995736766e-17,1.0,-0.05064916883871355,-0.9987165071710528
2017-03-21,3,7,12,15,21,38,Tuesday,3,21,12,-0.2225209339563148,-0.9749279121818235,6.123233995736766e-17,1.0,-0.44039415155763423,-0.8978045395707417
2017-03-18,4,18,21,24,36,40,Saturday,3,18,11,-0.90096886790242,-0.4338837391175562,6.123233995736766e-17,1.0,-0.8743466161445822,-0.4853019625310808
2017-03-16,6,17,21,23,28,29,Thursday,3,16,11,-0.90096886790242,-0.4338837391175562,6.123233995736766e-17,1.0,-0.9948693233918952,-0.10116832198743204
2017-03-14,14,19,20,31,34,41,Tuesday,3,14,11,-0.90096886790242,-0.4338837391175562,6.123233995736766e-17,1.0,-0.9541392564000488,0.29936312297335804
2017-03-11,3,5,9,16,18,31,Saturday,3,11,10,-0.9009688679024189,0.43388373911755845,6.123233995736766e-17,1.0,-0.6121059825476626,0.7907757369376989
2017-03-09,7,8,10,20,28,36,Thursday,3,9,10,-0.9009688679024189,0.43388373911755845,6.123233995736766e-17,1.0,-0.2506525322587204,0.9680771188662043
2017-03-07,3,18,22,31,34,39,Tuesday,3,7,10,-0.9009688679024189,0.43388373911755845,6.123233995736766e-17,1.0,0.1514277775045767,0.9884683243281114
2017-03-04,8,16,25,35,37,41,Saturday,3,4,9,-0.2225209339563141,0.9749279121818237,6.123233995736766e-17,1.0,0.6889669190756866,0.72479278722912
2017-03-02,1,6,8,10,22,36,Thursday,3,2,9,-0.2225209339563141,0.9749279121818237,6.123233995736766e-17,1.0,0.9189578116202306,0.39435585511331855
2017-02-28,2,20,25,29,33,37,Tuesday,2,28,9,-0.2225209339563141,0.9749279121818237,0.5000000000000001,0.8660254037844386,0.8207634412072763,-0.5712682150947924
2017-02-25,3,19,27,28,35,42,Saturday,2,25,8,0.6234898018587337,0.7818314824680296,0.5000000000000001,0.8660254037844386,0.3473052528448203,-0.9377521321470804
2017-02-23,4,5,11,16,17,33,Thursday,2,23,8,0.6234898018587337,0.7818314824680296,0.5000000000000001,0.8660254037844386,-0.05064916883871355,-0.9987165071710528
2017-02-21,3,8,21,23,25,34,Tuesday,2,21,8,0.6234898018587337,0.7818314824680296,0.5000000000000001,0.8660254037844386,-0.44039415155763423,-0.8978045395707417
2017-02-18,10,11,16,17,21,29,Saturday,2,18,7,1.0,-2.4492935982947064e-16,0.5000000000000001,0.8660254037844386,-0.8743466161445822,-0.4853019625310808
2017-02-16,22,28,29,30,37,41,Thursday,2,16,7,1.0,-2.4492935982947064e-16,0.5000000000000001,0.8660254037844386,-0.9948693233918952,-0.10116832198743204
2017-02-14,21,24,26,27,31,40,Tuesday,2,14,7,1.0,-2.4492935982947064e-16,0.5000000000000001,0.8660254037844386,-0.9541392564000488,0.29936312297335804
2017-02-11,8,10,15,18,20,32,Saturday,2,11,6,0.6234898018587334,-0.7818314824680299,0.5000000000000001,0.8660254037844386,-0.6121059825476626,0.7907757369376989
2017-02-09,7,8,11,22,25,34,Thursday,2,9,6,0.6234898018587334,-0.7818314824680299,0.5000000000000001,0.8660254037844386,-0.2506525322587204,0.9680771188662043
2017-02-07,3,7,12,18,31,40,Tuesday,2,7,6,0.6234898018587334,-0.7818314824680299,0.5000000000000001,0.8660254037844386,0.1514277775045767,0.9884683243281114
2017-02-04,1,3,4,10,18,23,Saturday,2,4,5,-0.2225209339563146,-0.9749279121818236,0.5000000000000001,0.8660254037844386,0.6889669190756866,0.72479278722912
2017-02-02,7,15,20,27,30,37,Thursday,2,2,5,-0.2225209339563146,-0.9749279121818236,0.5000000000000001,0.8660254037844386,0.9189578116202306,0.39435585511331855
